date,BTC_close
2017-07-09,2511.429932
2017-07-10,2344.02002
2017-07-11,2324.290039
2017-07-12,2403.090088
2017-07-13,2362.439941
2017-07-14,2234.169922
2017-07-15,1975.079956
2017-07-16,1914.089966
2017-07-17,2233.389893
2017-07-18,2320.22998
2017-07-19,2282.580078
2017-07-20,2866.02002
2017-07-21,2675.080078
2017-07-22,2836.530029
2017-07-23,2756.610107
2017-07-24,2763.419922
2017-07-25,2582.580078
2017-07-26,2559.209961
2017-07-27,2691.879883
2017-07-28,2806.75
2017-07-29,2733.5
2017-07-30,2766.48999
2017-07-31,2883.27002
2017-08-01,2746.98999
2017-08-02,2720.530029
2017-08-03,2809.98999
2017-08-04,2878.48999
2017-08-05,3262.800049
2017-08-06,3232.030029
2017-08-07,3401.909912
2017-08-08,3429.379883
2017-08-09,3348.790039
2017-08-10,3425.669922
2017-08-11,3654.370117
2017-08-12,3871.620117
2017-08-13,4062.600098
2017-08-14,4327.939941
2017-08-15,4161.660156
2017-08-16,4387.399902
2017-08-17,4278.919922
2017-08-18,4105.370117
2017-08-19,4150.450195
2017-08-20,4066.600098
2017-08-21,4005.100098
2017-08-22,4089.699951
2017-08-23,4141.089844
2017-08-24,4318.350098
2017-08-25,4364.410156
2017-08-26,4352.299805
2017-08-27,4345.75
2017-08-28,4390.310059
2017-08-29,4597.310059
2017-08-30,4583.02002
2017-08-31,4735.109863
2017-09-01,4921.850098
2017-09-02,4573.799805
2017-09-03,4612.919922
2017-09-04,4267.450195
2017-09-05,4409.080078
2017-09-06,4618.709961
2017-09-07,4635.600098
2017-09-08,4326.450195
2017-09-09,4335.129883
2017-09-10,4245.890137
2017-09-11,4217.899902
2017-09-12,4158.919922
2017-09-13,3870.290039
2017-09-14,3243.080078
2017-09-15,3713.76001
2017-09-16,3698.919922
2017-09-17,3689.610107
2017-09-18,4100.279785
2017-09-19,3907.959961
2017-09-20,3882.159912
2017-09-21,3617.27002
2017-09-22,3600.830078
2017-09-23,3788.02002
2017-09-24,3667.52002
2017-09-25,3932.830078
2017-09-26,3892.699951
2017-09-27,4212.200195
2017-09-28,4195.649902
2017-09-29,4172.790039
2017-09-30,4360.620117
2017-10-01,4403.089844
2017-10-02,4401.319824
2017-10-03,4314.180176
2017-10-04,4218.660156
2017-10-05,4321.439941
2017-10-06,4371.939941
2017-10-07,4435.810059
2017-10-08,4611.700195
2017-10-09,4777.490234
2017-10-10,4763.359863
2017-10-11,4824.200195
2017-10-12,5432.620117
2017-10-13,5637.259766
2017-10-14,5824.709961
2017-10-15,5688.140137
2017-10-16,5759.330078
2017-10-17,5598.580078
2017-10-18,5575.830078
2017-10-19,5698.649902
2017-10-20,5993.109863
2017-10-21,6006.649902
2017-10-22,5982.859863
2017-10-23,5903.609863
2017-10-24,5513.080078
2017-10-25,5734
2017-10-26,5887.609863
2017-10-27,5764.560059
2017-10-28,5726.609863
2017-10-29,6147.52002
2017-10-30,6124.279785
2017-10-31,6451.240234
2017-11-01,6737.779785
2017-11-02,7024.810059
2017-11-03,7152.120117
2017-11-04,7363.799805
2017-11-05,7389.549805
2017-11-06,6959.22998
2017-11-07,7102.75
2017-11-08,7444.359863
2017-11-09,7129.589844
2017-11-10,6565.799805
2017-11-11,6339.859863
2017-11-12,5878.129883
2017-11-13,6522.450195
2017-11-14,6597.060059
2017-11-15,7283.220215
2017-11-16,7853.680176
2017-11-17,7699.950195
2017-11-18,7780.910156
2017-11-19,8042.640137
2017-11-20,8244.69043
2017-11-21,8099.970215
2017-11-22,8234.549805
2017-11-23,8013.410156
2017-11-24,8200.799805
2017-11-25,8754.69043
2017-11-26,9318.419922
2017-11-27,9733.200195
2017-11-28,9906.040039
2017-11-29,9837.860352
2017-11-30,9946.759766
2017-12-01,10861.469727
2017-12-02,10912.730469
2017-12-03,11246.209961
2017-12-04,11623.910156
2017-12-05,11667.129883
2017-12-06,13749.570313
2017-12-07,16850.310547
2017-12-08,16047.610352
2017-12-09,14843.419922
2017-12-10,15059.599609
2017-12-11,16732.470703
2017-12-12,17083.900391
2017-12-13,16286.820313
2017-12-14,16467.910156
2017-12-15,17604.849609
2017-12-16,19345.490234
2017-12-17,19065.710938
2017-12-18,18972.320313
2017-12-19,17523.699219
2017-12-20,16461.970703
2017-12-21,15632.120117
2017-12-22,13664.969727
2017-12-23,14396.459961
2017-12-24,13789.950195
2017-12-25,13833.490234
2017-12-26,15756.55957
2017-12-27,15416.639648
2017-12-28,14398.700195
2017-12-29,14392.570313
2017-12-30,12531.519531
2017-12-31,13850.400391
2018-01-01,13444.879883
2018-01-02,14754.129883
2018-01-03,15156.620117
2018-01-04,15180.080078
2018-01-05,16954.779297
2018-01-06,17172.300781
2018-01-07,16228.160156
2018-01-08,14976.169922
2018-01-09,14468.5
2018-01-10,14919.490234
2018-01-11,13308.05957
2018-01-12,13841.19043
2018-01-13,14243.120117
2018-01-14,13638.629883
2018-01-15,13631.980469
2018-01-16,11282.490234
2018-01-17,11162.700195
2018-01-18,11175.519531
2018-01-19,11521.759766
2018-01-20,12783.94043
2018-01-21,11549.929688
2018-01-22,10814.519531
2018-01-23,10858.230469
